,First Name,Last Name,Birthday,Birthmonth,Birthyear,Course,Phonenumber,Gender,Carrier
840,name841,lastname841,20,August,99,BS Management,0917 723 1059,Male,Globe
841,name842,lastname842,22,July,99,BS IT Entrepreneurship,0927 407 5637,Female,Globe
842,name843,lastname843,4,April,97,BS Management,0927 873 8336,Female,Globe
843,name844,lastname844,28,May,99,BS Management Engineering,0917 284 2175,Male,Globe
844,name845,lastname845,7,September,98,BS IT Entrepreneurship,0918 450 1669,Male,Smart
845,name846,lastname846,1,September,97,BS Legal Management,0918 337 6525,Female,Smart
846,name847,lastname847,15,November,98,BS Management Engineering,0927 963 1010,Female,Globe
847,name848,lastname848,17,August,99,BS IT Entrepreneurship,0918 782 1125,Female,Smart
848,name849,lastname849,15,September,97,BS Comtech,0927 158 9777,Male,Globe
849,name850,lastname850,16,November,01,BS Management Engineering,0918 454 2076,Female,Smart
850,name851,lastname851,4,July,97,BS Legal Management,0918 681 4113,Female,Smart
851,name852,lastname852,1,July,97,BS Legal Management,0927 402 8839,Female,Globe
852,name853,lastname853,21,June,00,BS Comtech,0927 180 3943,Male,Globe
853,name854,lastname854,6,September,97,BS IT Entrepreneurship,0918 175 3354,Male,Smart
854,name855,lastname855,23,February,98,BS Management Engineering,0917 816 3618,Female,Globe
855,name856,lastname856,7,May,98,BS Management,0927 119 9872,Female,Globe
856,name857,lastname857,13,September,98,BS Legal Management,0917 795 3886,Female,Globe
857,name858,lastname858,18,April,00,BS IT Entrepreneurship,0927 106 6957,Male,Globe
858,name859,lastname859,20,November,01,BS Legal Management,0918 513 9069,Female,Smart
859,name860,lastname860,19,April,97,BS Management Engineering,0918 713 5212,Female,Smart
860,name861,lastname861,27,December,98,BS IT Entrepreneurship,0918 685 4917,Female,Smart
861,name862,lastname862,3,July,98,BS Management,0927 581 1326,Male,Globe
862,name863,lastname863,12,February,01,BS Management,0927 618 6967,Female,Globe
863,name864,lastname864,12,July,99,BS Legal Management,0918 357 1556,Male,Smart
864,name865,lastname865,17,May,01,BS Legal Management,0917 693 6203,Male,Globe
865,name866,lastname866,16,May,98,BS Legal Management,0927 248 6994,Male,Globe
866,name867,lastname867,28,March,97,BS IT Entrepreneurship,0917 143 6591,Male,Globe
867,name868,lastname868,11,January,99,BS Management Engineering,0917 299 3591,Male,Globe
868,name869,lastname869,27,July,97,BS Comtech,0927 592 1019,Male,Globe
869,name870,lastname870,11,January,99,BS Comtech,0918 155 7151,Male,Smart
870,name871,lastname871,7,July,99,BS Comtech,0917 403 6185,Female,Globe
871,name872,lastname872,23,March,97,BS Comtech,0917 420 2785,Female,Globe
872,name873,lastname873,17,May,99,BS Management Engineering,0918 966 3409,Female,Smart
873,name874,lastname874,10,January,98,BS Comtech,0918 646 6350,Female,Smart
874,name875,lastname875,17,June,01,BS IT Entrepreneurship,0927 400 5224,Female,Globe
875,name876,lastname876,21,February,01,BS Comtech,0918 908 6977,Female,Smart
876,name877,lastname877,27,August,01,BS IT Entrepreneurship,0918 638 9959,Female,Smart
877,name878,lastname878,22,July,99,BS Legal Management,0918 616 5326,Male,Smart
878,name879,lastname879,25,December,98,BS Management Engineering,0918 139 7536,Male,Smart
879,name880,lastname880,17,March,98,BS Management Engineering,0917 533 5972,Female,Globe
880,name881,lastname881,2,December,00,BS IT Entrepreneurship,0917 221 7566,Female,Globe
881,name882,lastname882,5,April,99,BS Comtech,0927 530 7214,Female,Globe
882,name883,lastname883,4,July,97,BS Legal Management,0917 868 9083,Female,Globe
883,name884,lastname884,23,April,00,BS Legal Management,0918 660 3128,Female,Smart
884,name885,lastname885,11,December,00,BS Management,0927 175 2972,Male,Globe
885,name886,lastname886,26,October,97,BS Legal Management,0917 276 8699,Female,Globe
886,name887,lastname887,4,April,00,BS Management Engineering,0917 210 7063,Female,Globe
887,name888,lastname888,2,July,98,BS Management,0927 127 3113,Female,Globe
888,name889,lastname889,20,July,01,BS Management,0917 977 3508,Male,Globe
889,name890,lastname890,2,November,98,BS Management,0917 328 9205,Male,Globe
890,name891,lastname891,13,August,00,BS Management Engineering,0918 821 7480,Female,Smart
891,name892,lastname892,26,March,98,BS Management Engineering,0917 689 2678,Male,Globe
892,name893,lastname893,2,July,98,BS Legal Management,0927 597 4601,Female,Globe
893,name894,lastname894,21,March,99,BS Legal Management,0917 165 3793,Male,Globe
894,name895,lastname895,14,February,99,BS IT Entrepreneurship,0917 166 3062,Male,Globe
895,name896,lastname896,10,October,98,BS Legal Management,0927 346 9730,Male,Globe
896,name897,lastname897,1,October,00,BS Management,0918 912 7678,Male,Smart
897,name898,lastname898,17,April,99,BS IT Entrepreneurship,0917 170 1087,Male,Globe
898,name899,lastname899,3,August,97,BS Management,0918 972 7480,Male,Smart
899,name900,lastname900,4,December,97,BS Legal Management,0927 700 9691,Female,Globe
900,name901,lastname901,2,April,01,BS Comtech,0927 992 8635,Male,Globe
901,name902,lastname902,18,January,01,BS IT Entrepreneurship,0918 101 2444,Female,Smart
902,name903,lastname903,27,May,97,BS Management,0918 111 3466,Female,Smart
903,name904,lastname904,8,December,97,BS Management Engineering,0917 991 3757,Female,Globe
904,name905,lastname905,12,March,99,BS IT Entrepreneurship,0917 607 4978,Female,Globe
905,name906,lastname906,12,October,98,BS Legal Management,0918 901 1766,Female,Smart
906,name907,lastname907,25,July,97,BS Comtech,0917 774 3282,Female,Globe
907,name908,lastname908,11,January,99,BS Comtech,0918 186 9039,Male,Smart
908,name909,lastname909,27,December,98,BS Comtech,0918 931 9646,Male,Smart
909,name910,lastname910,15,September,01,BS Comtech,0918 959 8390,Female,Smart
910,name911,lastname911,9,November,97,BS Management,0918 566 3286,Male,Smart
911,name912,lastname912,1,December,98,BS Management,0918 599 4332,Female,Smart
912,name913,lastname913,23,June,99,BS Management,0927 573 4571,Male,Globe
913,name914,lastname914,23,March,99,BS IT Entrepreneurship,0917 798 2620,Female,Globe
914,name915,lastname915,19,April,97,BS Legal Management,0917 265 9185,Female,Globe
915,name916,lastname916,24,January,97,BS Comtech,0927 753 1533,Male,Globe
916,name917,lastname917,17,August,01,BS IT Entrepreneurship,0917 588 3224,Male,Globe
917,name918,lastname918,9,November,97,BS Legal Management,0918 870 2621,Female,Smart
918,name919,lastname919,18,March,97,BS Comtech,0918 982 6506,Male,Smart
919,name920,lastname920,12,November,00,BS Management Engineering,0917 710 6432,Male,Globe
920,name921,lastname921,21,July,01,BS Management,0927 689 3928,Male,Globe
921,name922,lastname922,25,May,00,BS Legal Management,0918 723 7128,Male,Smart
922,name923,lastname923,17,January,01,BS Management,0927 188 1317,Male,Globe
923,name924,lastname924,14,July,97,BS Comtech,0917 751 9632,Male,Globe
924,name925,lastname925,4,November,99,BS Comtech,0917 409 7669,Female,Globe
925,name926,lastname926,24,April,98,BS IT Entrepreneurship,0918 777 1156,Male,Smart
926,name927,lastname927,28,July,97,BS Management Engineering,0918 390 2146,Male,Smart
927,name928,lastname928,13,February,97,BS Management Engineering,0918 675 5512,Female,Smart
928,name929,lastname929,21,November,99,BS IT Entrepreneurship,0918 450 7839,Female,Smart
929,name930,lastname930,25,November,99,BS Management Engineering,0927 950 5397,Male,Globe
930,name931,lastname931,16,March,98,BS Management,0917 409 7205,Male,Globe
931,name932,lastname932,5,August,99,BS Management,0927 768 9251,Male,Globe
932,name933,lastname933,12,June,99,BS Legal Management,0927 860 1383,Female,Globe
933,name934,lastname934,28,July,00,BS Management Engineering,0927 966 2788,Female,Globe
934,name935,lastname935,24,August,99,BS Comtech,0918 597 5321,Male,Smart
935,name936,lastname936,2,November,00,BS Legal Management,0918 720 1768,Male,Smart
936,name937,lastname937,8,January,98,BS Management,0918 582 3906,Male,Smart
937,name938,lastname938,22,January,00,BS Management Engineering,0918 184 3212,Female,Smart
938,name939,lastname939,17,April,97,BS Management Engineering,0917 271 5839,Female,Globe
939,name940,lastname940,6,June,98,BS Management,0917 977 7795,Female,Globe
940,name941,lastname941,21,July,99,BS Management Engineering,0917 165 6593,Male,Globe
941,name942,lastname942,14,August,00,BS Comtech,0917 223 2556,Male,Globe
942,name943,lastname943,24,April,99,BS Comtech,0927 770 7950,Male,Globe
943,name944,lastname944,13,November,98,BS Comtech,0927 664 6148,Female,Globe
944,name945,lastname945,2,November,99,BS IT Entrepreneurship,0927 890 5180,Female,Globe
945,name946,lastname946,20,September,98,BS Management Engineering,0927 644 4841,Female,Globe
946,name947,lastname947,27,September,99,BS Management Engineering,0917 505 1295,Male,Globe
947,name948,lastname948,9,July,98,BS IT Entrepreneurship,0917 906 6791,Female,Globe
948,name949,lastname949,7,August,00,BS Management Engineering,0917 374 6420,Female,Globe
949,name950,lastname950,15,July,97,BS Management,0927 295 1812,Female,Globe
950,name951,lastname951,20,August,00,BS Management Engineering,0917 689 8285,Female,Globe
951,name952,lastname952,7,April,98,BS Legal Management,0918 678 4969,Male,Smart
952,name953,lastname953,16,July,01,BS Legal Management,0918 294 9247,Female,Smart
953,name954,lastname954,23,April,00,BS Comtech,0918 780 7638,Female,Smart
954,name955,lastname955,4,November,98,BS IT Entrepreneurship,0918 760 1168,Male,Smart
955,name956,lastname956,16,November,97,BS Legal Management,0927 373 9248,Male,Globe
956,name957,lastname957,15,March,97,BS Management,0918 501 9104,Male,Smart
957,name958,lastname958,23,June,99,BS Comtech,0917 316 9587,Male,Globe
958,name959,lastname959,1,November,97,BS Management Engineering,0927 234 2768,Female,Globe
959,name960,lastname960,5,August,98,BS Management,0918 949 2654,Male,Smart
960,name961,lastname961,28,October,97,BS Management Engineering,0917 815 2634,Male,Globe
961,name962,lastname962,24,June,98,BS IT Entrepreneurship,0927 772 9962,Female,Globe
962,name963,lastname963,25,December,97,BS IT Entrepreneurship,0917 309 4471,Male,Globe
963,name964,lastname964,24,March,00,BS Comtech,0917 749 3301,Male,Globe
964,name965,lastname965,21,July,97,BS Comtech,0927 384 2721,Female,Globe
965,name966,lastname966,15,November,99,BS IT Entrepreneurship,0917 237 8133,Female,Globe
966,name967,lastname967,26,March,99,BS IT Entrepreneurship,0927 964 4299,Male,Globe
967,name968,lastname968,19,March,00,BS Comtech,0917 240 9076,Female,Globe
968,name969,lastname969,2,June,98,BS IT Entrepreneurship,0917 176 9439,Female,Globe
969,name970,lastname970,9,July,97,BS Management Engineering,0927 100 9164,Male,Globe
970,name971,lastname971,9,April,98,BS Management Engineering,0927 730 8393,Female,Globe
971,name972,lastname972,28,November,99,BS Comtech,0917 389 5738,Male,Globe
972,name973,lastname973,25,May,97,BS Management Engineering,0917 634 5100,Male,Globe
973,name974,lastname974,20,December,01,BS IT Entrepreneurship,0927 357 1836,Male,Globe
974,name975,lastname975,11,March,00,BS Management Engineering,0917 868 4656,Female,Globe
975,name976,lastname976,7,November,99,BS Legal Management,0918 918 7519,Female,Smart
976,name977,lastname977,21,March,99,BS Management Engineering,0918 632 8482,Female,Smart
977,name978,lastname978,25,November,97,BS Management Engineering,0917 525 6204,Female,Globe
978,name979,lastname979,23,September,98,BS Management,0927 765 1941,Male,Globe
979,name980,lastname980,14,December,01,BS Legal Management,0918 606 4478,Female,Smart
980,name981,lastname981,10,March,99,BS Comtech,0927 760 8017,Male,Globe
981,name982,lastname982,21,June,00,BS Legal Management,0917 829 3943,Female,Globe
982,name983,lastname983,24,March,99,BS Legal Management,0917 662 1872,Male,Globe
983,name984,lastname984,22,July,99,BS Legal Management,0917 283 7138,Female,Globe
984,name985,lastname985,17,November,01,BS Comtech,0927 254 1823,Female,Globe
985,name986,lastname986,28,February,00,BS Comtech,0917 628 1470,Female,Globe
986,name987,lastname987,13,January,97,BS Management,0927 147 7217,Female,Globe
987,name988,lastname988,27,December,97,BS Legal Management,0917 314 4815,Male,Globe
988,name989,lastname989,26,February,99,BS Management Engineering,0918 168 3635,Male,Smart
989,name990,lastname990,4,October,98,BS Management,0918 313 9787,Male,Smart
990,name991,lastname991,22,November,00,BS Management,0927 117 4649,Male,Globe
991,name992,lastname992,14,August,99,BS Legal Management,0927 528 8069,Female,Globe
992,name993,lastname993,5,July,00,BS Management,0918 851 8170,Male,Smart
993,name994,lastname994,20,May,98,BS Management Engineering,0927 793 3024,Female,Globe
994,name995,lastname995,11,June,99,BS IT Entrepreneurship,0927 871 6633,Male,Globe
995,name996,lastname996,4,May,98,BS Legal Management,0927 159 8838,Female,Globe
996,name997,lastname997,24,September,97,BS Management,0918 333 2036,Male,Smart
997,name998,lastname998,4,March,99,BS Comtech,0917 116 1724,Male,Globe
998,name999,lastname999,11,January,99,BS Management,0917 997 1830,Female,Globe
999,name1000,lastname1000,24,July,98,BS Legal Management,0927 789 2057,Female,Globe
1000,name1001,lastname1001,13,October,99,BS Legal Management,0918 226 5829,Male,Smart
1001,name1002,lastname1002,16,January,97,BS IT Entrepreneurship,0917 189 5851,Female,Globe
1002,name1003,lastname1003,1,July,99,BS IT Entrepreneurship,0917 577 5113,Female,Globe
1003,name1004,lastname1004,8,June,97,BS Management Engineering,0918 633 2873,Female,Smart
1004,name1005,lastname1005,14,January,00,BS Management,0918 107 4666,Female,Smart
1005,name1006,lastname1006,23,March,99,BS IT Entrepreneurship,0917 575 1571,Male,Globe
1006,name1007,lastname1007,14,September,97,BS Management,0918 673 9002,Male,Smart
1007,name1008,lastname1008,13,May,98,BS Comtech,0927 455 7889,Female,Globe
1008,name1009,lastname1009,23,February,98,BS Management,0918 790 1682,Female,Smart
1009,name1010,lastname1010,25,May,99,BS Management,0917 254 7870,Female,Globe
1010,name1011,lastname1011,9,April,99,BS Legal Management,0918 652 6097,Male,Smart
1011,name1012,lastname1012,14,May,97,BS Management,0917 120 1564,Female,Globe
1012,name1013,lastname1013,8,September,97,BS Management,0927 878 8766,Male,Globe
1013,name1014,lastname1014,1,May,01,BS Management Engineering,0918 524 3684,Female,Smart
1014,name1015,lastname1015,10,March,97,BS Legal Management,0917 209 4854,Female,Globe
1015,name1016,lastname1016,16,April,97,BS Comtech,0917 610 8591,Male,Globe
1016,name1017,lastname1017,17,January,98,BS Comtech,0918 198 8897,Female,Smart
1017,name1018,lastname1018,21,February,97,BS Management,0917 470 7921,Male,Globe
1018,name1019,lastname1019,16,July,01,BS Management,0917 415 3731,Male,Globe
1019,name1020,lastname1020,13,March,99,BS Management,0917 421 2734,Female,Globe
1020,name1021,lastname1021,20,May,98,BS IT Entrepreneurship,0917 286 5078,Male,Globe
1021,name1022,lastname1022,4,December,97,BS IT Entrepreneurship,0918 819 6422,Female,Smart
1022,name1023,lastname1023,28,June,00,BS Legal Management,0918 423 3021,Male,Smart
1023,name1024,lastname1024,9,September,98,BS Management Engineering,0917 720 3510,Male,Globe
1024,name1025,lastname1025,8,March,99,BS Comtech,0918 748 6951,Male,Smart
1025,name1026,lastname1026,15,January,98,BS Management,0927 426 7423,Female,Globe
1026,name1027,lastname1027,14,January,99,BS Management Engineering,0927 556 8003,Female,Globe
1027,name1028,lastname1028,28,June,99,BS Management,0927 571 1913,Female,Globe
1028,name1029,lastname1029,11,September,99,BS Comtech,0927 120 7807,Female,Globe
1029,name1030,lastname1030,7,April,01,BS Legal Management,0917 327 6289,Female,Globe
1030,name1031,lastname1031,21,August,99,BS IT Entrepreneurship,0918 446 4044,Female,Smart
1031,name1032,lastname1032,26,December,99,BS Comtech,0917 959 9685,Male,Globe
1032,name1033,lastname1033,16,May,98,BS Comtech,0918 371 7071,Female,Smart
1033,name1034,lastname1034,15,December,00,BS Management,0927 777 1235,Male,Globe
1034,name1035,lastname1035,1,June,99,BS Comtech,0918 657 6901,Female,Smart
1035,name1036,lastname1036,3,June,00,BS Management,0927 465 6997,Male,Globe
1036,name1037,lastname1037,19,January,01,BS IT Entrepreneurship,0918 777 8386,Female,Smart
1037,name1038,lastname1038,22,January,99,BS Management Engineering,0918 591 8053,Female,Smart
1038,name1039,lastname1039,16,January,00,BS Management Engineering,0917 604 5494,Male,Globe
1039,name1040,lastname1040,6,December,97,BS Management Engineering,0918 631 5507,Female,Smart
1040,name1041,lastname1041,12,February,98,BS Comtech,0917 803 3974,Female,Globe
1041,name1042,lastname1042,24,December,97,BS Legal Management,0918 821 6331,Male,Smart
1042,name1043,lastname1043,13,March,99,BS Comtech,0927 760 2707,Female,Globe
1043,name1044,lastname1044,2,July,97,BS IT Entrepreneurship,0918 349 9660,Male,Smart
1044,name1045,lastname1045,21,May,97,BS Comtech,0927 713 5773,Male,Globe
1045,name1046,lastname1046,22,May,01,BS Management,0917 214 4255,Female,Globe
1046,name1047,lastname1047,25,May,98,BS Legal Management,0918 340 3323,Male,Smart
1047,name1048,lastname1048,25,March,98,BS Management Engineering,0927 397 4986,Male,Globe
1048,name1049,lastname1049,1,February,97,BS Management Engineering,0917 668 9753,Female,Globe
1049,name1050,lastname1050,28,July,98,BS IT Entrepreneurship,0917 467 6080,Male,Globe
1050,name1051,lastname1051,9,June,01,BS Management Engineering,0927 371 2566,Female,Globe
1051,name1052,lastname1052,6,April,97,BS Legal Management,0917 227 5205,Female,Globe
1052,name1053,lastname1053,9,April,00,BS IT Entrepreneurship,0917 105 9613,Male,Globe
1053,name1054,lastname1054,7,November,98,BS Management Engineering,0918 339 7033,Male,Smart
1054,name1055,lastname1055,23,August,99,BS Comtech,0918 959 8550,Female,Smart
1055,name1056,lastname1056,6,April,99,BS IT Entrepreneurship,0918 354 7812,Female,Smart
1056,name1057,lastname1057,28,February,01,BS Management Engineering,0918 514 4755,Male,Smart
1057,name1058,lastname1058,12,November,01,BS Legal Management,0927 197 8951,Female,Globe
1058,name1059,lastname1059,11,April,98,BS IT Entrepreneurship,0918 680 4779,Male,Smart
1059,name1060,lastname1060,1,July,00,BS Comtech,0918 645 6025,Male,Smart
1060,name1061,lastname1061,24,May,97,BS Comtech,0917 371 3839,Female,Globe
1061,name1062,lastname1062,19,July,98,BS Management Engineering,0927 361 7293,Male,Globe
1062,name1063,lastname1063,13,January,97,BS IT Entrepreneurship,0918 182 1959,Female,Smart
1063,name1064,lastname1064,7,March,00,BS Comtech,0917 818 4976,Male,Globe
1064,name1065,lastname1065,8,April,99,BS Management,0918 247 3215,Male,Smart
1065,name1066,lastname1066,28,January,97,BS Management Engineering,0927 344 3571,Male,Globe
1066,name1067,lastname1067,3,October,99,BS Legal Management,0917 557 5859,Female,Globe
1067,name1068,lastname1068,4,July,97,BS Comtech,0918 705 3092,Female,Smart
1068,name1069,lastname1069,23,May,99,BS IT Entrepreneurship,0918 350 6711,Female,Smart
1069,name1070,lastname1070,18,February,99,BS IT Entrepreneurship,0918 569 7640,Female,Smart
1070,name1071,lastname1071,14,January,99,BS Comtech,0918 474 5680,Female,Smart
1071,name1072,lastname1072,13,August,99,BS Comtech,0918 441 2380,Female,Smart
1072,name1073,lastname1073,1,October,97,BS IT Entrepreneurship,0917 333 9074,Male,Globe
1073,name1074,lastname1074,26,February,98,BS Management,0927 231 5102,Male,Globe
1074,name1075,lastname1075,22,August,00,BS Comtech,0918 772 9445,Male,Smart
1075,name1076,lastname1076,19,June,98,BS IT Entrepreneurship,0927 767 7062,Female,Globe
1076,name1077,lastname1077,1,August,97,BS Comtech,0917 222 4027,Male,Globe
1077,name1078,lastname1078,18,August,98,BS Management,0917 372 6091,Male,Globe
1078,name1079,lastname1079,7,October,99,BS Management Engineering,0918 598 8688,Female,Smart
1079,name1080,lastname1080,17,November,00,BS Management Engineering,0927 500 8664,Male,Globe
1080,name1081,lastname1081,5,December,99,BS Management Engineering,0927 904 3251,Male,Globe
1081,name1082,lastname1082,28,January,00,BS Management Engineering,0918 853 8895,Female,Smart
1082,name1083,lastname1083,15,December,98,BS IT Entrepreneurship,0918 867 4047,Female,Smart
1083,name1084,lastname1084,27,February,99,BS Management,0927 780 5516,Female,Globe
1084,name1085,lastname1085,28,June,01,BS Comtech,0917 739 8316,Male,Globe
1085,name1086,lastname1086,28,April,97,BS Management,0917 257 8186,Male,Globe
1086,name1087,lastname1087,28,March,98,BS Management Engineering,0927 692 7290,Female,Globe
1087,name1088,lastname1088,5,September,99,BS IT Entrepreneurship,0927 304 1355,Female,Globe
1088,name1089,lastname1089,25,April,99,BS Comtech,0918 955 8221,Male,Smart
1089,name1090,lastname1090,27,July,00,BS Comtech,0918 613 2252,Female,Smart
1090,name1091,lastname1091,24,February,99,BS Management,0927 740 8593,Female,Globe
1091,name1092,lastname1092,17,February,00,BS Management Engineering,0927 658 1569,Male,Globe
1092,name1093,lastname1093,23,May,97,BS Management Engineering,0927 325 6671,Male,Globe
1093,name1094,lastname1094,25,June,00,BS Management Engineering,0917 857 8412,Male,Globe
1094,name1095,lastname1095,26,January,97,BS IT Entrepreneurship,0917 343 3386,Female,Globe
1095,name1096,lastname1096,21,July,01,BS IT Entrepreneurship,0927 862 4541,Male,Globe
1096,name1097,lastname1097,2,July,00,BS IT Entrepreneurship,0918 645 9539,Male,Smart
1097,name1098,lastname1098,15,January,99,BS Management Engineering,0927 381 8143,Female,Globe
1098,name1099,lastname1099,22,March,01,BS Management,0918 242 4918,Male,Smart
1099,name1100,lastname1100,19,November,97,BS Legal Management,0918 352 6064,Male,Smart
1100,name1101,lastname1101,5,April,00,BS IT Entrepreneurship,0917 225 6387,Male,Globe
1101,name1102,lastname1102,14,May,99,BS Legal Management,0927 357 9725,Male,Globe
1102,name1103,lastname1103,4,June,01,BS Management Engineering,0917 811 5416,Male,Globe
1103,name1104,lastname1104,12,December,99,BS Comtech,0927 155 2357,Male,Globe
1104,name1105,lastname1105,23,March,99,BS Management Engineering,0927 659 7601,Female,Globe
1105,name1106,lastname1106,26,October,98,BS Legal Management,0917 579 9310,Male,Globe
1106,name1107,lastname1107,14,December,00,BS Management,0918 899 5954,Male,Smart
1107,name1108,lastname1108,21,April,97,BS IT Entrepreneurship,0918 597 2109,Male,Smart
1108,name1109,lastname1109,18,August,97,BS Management,0927 331 2469,Female,Globe
1109,name1110,lastname1110,23,November,97,BS Comtech,0927 857 4325,Male,Globe
1110,name1111,lastname1111,17,March,01,BS Comtech,0917 745 6591,Male,Globe
1111,name1112,lastname1112,25,February,98,BS Legal Management,0927 820 4602,Female,Globe
1112,name1113,lastname1113,8,June,97,BS IT Entrepreneurship,0917 541 3617,Female,Globe
1113,name1114,lastname1114,16,June,98,BS IT Entrepreneurship,0917 561 4702,Male,Globe
1114,name1115,lastname1115,25,February,97,BS Management Engineering,0917 103 4403,Female,Globe
1115,name1116,lastname1116,4,January,99,BS Management,0917 472 8417,Male,Globe
1116,name1117,lastname1117,25,April,01,BS IT Entrepreneurship,0918 962 8354,Male,Smart
1117,name1118,lastname1118,23,July,98,BS Management,0927 780 4566,Male,Globe
1118,name1119,lastname1119,17,July,01,BS IT Entrepreneurship,0918 530 9778,Male,Smart
1119,name1120,lastname1120,10,March,99,BS Management,0918 501 4512,Male,Smart
1120,name1121,lastname1121,17,December,98,BS Legal Management,0918 439 4303,Male,Smart
1121,name1122,lastname1122,3,January,98,BS Legal Management,0917 310 8397,Male,Globe
1122,name1123,lastname1123,2,September,01,BS Legal Management,0917 686 3457,Male,Globe
1123,name1124,lastname1124,1,January,98,BS Management Engineering,0927 995 2764,Male,Globe
1124,name1125,lastname1125,20,June,99,BS IT Entrepreneurship,0927 325 1153,Female,Globe
1125,name1126,lastname1126,2,May,98,BS Management,0927 383 7195,Male,Globe
1126,name1127,lastname1127,28,July,99,BS IT Entrepreneurship,0917 859 6198,Male,Globe
1127,name1128,lastname1128,16,February,01,BS Comtech,0918 633 9731,Female,Smart
1128,name1129,lastname1129,17,January,98,BS IT Entrepreneurship,0917 588 9566,Female,Globe
1129,name1130,lastname1130,14,November,97,BS Legal Management,0927 777 3805,Male,Globe
1130,name1131,lastname1131,6,December,98,BS Legal Management,0918 822 3585,Male,Smart
1131,name1132,lastname1132,12,June,97,BS Legal Management,0918 260 7816,Male,Smart
1132,name1133,lastname1133,26,May,98,BS Comtech,0917 367 2891,Female,Globe
1133,name1134,lastname1134,26,June,98,BS Management,0927 393 9901,Female,Globe
1134,name1135,lastname1135,23,October,00,BS IT Entrepreneurship,0917 431 3651,Female,Globe
1135,name1136,lastname1136,12,August,98,BS IT Entrepreneurship,0927 404 6189,Male,Globe
1136,name1137,lastname1137,2,March,01,BS IT Entrepreneurship,0917 421 6329,Male,Globe
1137,name1138,lastname1138,27,January,98,BS Legal Management,0918 661 3666,Male,Smart
1138,name1139,lastname1139,7,March,99,BS IT Entrepreneurship,0917 268 1923,Male,Globe
1139,name1140,lastname1140,10,July,97,BS Comtech,0918 825 7903,Male,Smart
1140,name1141,lastname1141,8,August,97,BS Management Engineering,0927 925 8074,Male,Globe
1141,name1142,lastname1142,13,January,98,BS IT Entrepreneurship,0918 887 3826,Male,Smart
1142,name1143,lastname1143,22,January,01,BS Management,0917 198 1630,Male,Globe
1143,name1144,lastname1144,5,March,97,BS Comtech,0918 598 8378,Male,Smart
1144,name1145,lastname1145,26,March,01,BS Management Engineering,0918 531 4245,Female,Smart
1145,name1146,lastname1146,3,January,99,BS Management Engineering,0927 213 3415,Male,Globe
1146,name1147,lastname1147,18,December,98,BS Comtech,0927 304 9604,Male,Globe
1147,name1148,lastname1148,23,May,99,BS Management,0917 374 3789,Male,Globe
1148,name1149,lastname1149,9,August,97,BS Legal Management,0927 265 2172,Female,Globe
1149,name1150,lastname1150,22,February,98,BS Management,0918 116 3123,Male,Smart
1150,name1151,lastname1151,13,May,99,BS IT Entrepreneurship,0917 443 9793,Female,Globe
1151,name1152,lastname1152,22,September,98,BS Management Engineering,0927 263 7472,Male,Globe
1152,name1153,lastname1153,2,May,97,BS Management Engineering,0917 728 8061,Female,Globe
1153,name1154,lastname1154,13,April,99,BS Management,0918 731 7945,Female,Smart
1154,name1155,lastname1155,10,September,97,BS Comtech,0917 480 8509,Female,Globe
1155,name1156,lastname1156,17,March,98,BS IT Entrepreneurship,0917 616 9950,Female,Globe
1156,name1157,lastname1157,12,April,00,BS IT Entrepreneurship,0918 234 5209,Female,Smart
1157,name1158,lastname1158,14,June,01,BS IT Entrepreneurship,0918 389 5381,Male,Smart
1158,name1159,lastname1159,13,December,99,BS Legal Management,0917 711 1400,Male,Globe
1159,name1160,lastname1160,6,March,98,BS IT Entrepreneurship,0917 131 9290,Male,Globe
1160,name1161,lastname1161,21,June,01,BS Comtech,0927 843 1852,Female,Globe
1161,name1162,lastname1162,25,July,97,BS IT Entrepreneurship,0927 187 3418,Female,Globe
1162,name1163,lastname1163,6,December,99,BS Comtech,0917 922 3662,Female,Globe
1163,name1164,lastname1164,23,February,97,BS Comtech,0927 181 1014,Male,Globe
1164,name1165,lastname1165,12,January,98,BS Management,0918 306 6443,Female,Smart
1165,name1166,lastname1166,16,November,01,BS Management,0917 857 5459,Male,Globe
1166,name1167,lastname1167,6,January,99,BS Management Engineering,0917 480 9480,Male,Globe
1167,name1168,lastname1168,10,August,98,BS IT Entrepreneurship,0918 965 1161,Male,Smart
1168,name1169,lastname1169,26,May,98,BS Management Engineering,0927 371 1482,Female,Globe
1169,name1170,lastname1170,22,August,99,BS IT Entrepreneurship,0917 899 7261,Male,Globe
1170,name1171,lastname1171,21,August,99,BS Management Engineering,0917 880 9465,Male,Globe
1171,name1172,lastname1172,24,December,01,BS IT Entrepreneurship,0927 495 8365,Female,Globe
1172,name1173,lastname1173,6,July,97,BS Legal Management,0927 251 2618,Male,Globe
1173,name1174,lastname1174,28,April,97,BS Management,0927 929 9497,Male,Globe
1174,name1175,lastname1175,26,March,98,BS Management,0918 969 6633,Male,Smart
1175,name1176,lastname1176,10,March,97,BS Management Engineering,0927 870 1377,Male,Globe
1176,name1177,lastname1177,5,October,99,BS Legal Management,0917 229 7640,Female,Globe
1177,name1178,lastname1178,17,January,99,BS Legal Management,0927 272 9809,Male,Globe
1178,name1179,lastname1179,6,September,98,BS Management,0917 605 9226,Female,Globe
